form,environ,age_group,scale,raw,t_score,percentile,min_age,max_age,interp_range
Preschool,School,2-4 years,BAL,11,49,46,24,59,Typical
Preschool,School,2-4 years,BAL,10,41,18,24,59,Typical
Preschool,School,2-4 years,ST,240,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,239,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,238,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,237,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,236,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,235,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,234,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,233,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,232,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,231,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,230,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,229,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,228,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,227,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,226,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,225,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,224,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,223,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,222,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,221,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,220,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,219,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,218,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,217,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,216,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,215,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,214,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,213,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,212,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,211,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,210,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,209,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,208,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,207,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,206,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,205,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,204,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,203,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,202,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,201,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,200,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,199,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,198,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,197,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,196,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,195,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,194,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,193,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,192,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,191,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,190,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,189,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,188,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,187,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,186,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,185,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,184,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,183,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,182,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,181,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,180,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,179,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,178,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,177,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,176,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,175,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,174,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,173,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,172,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,171,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,170,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,169,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,168,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,167,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,166,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,165,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,164,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,163,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,162,77,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,161,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,160,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,159,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,158,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,157,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,156,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,155,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,154,74,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,153,74,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,152,74,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,151,74,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,150,74,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,149,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,148,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,147,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,146,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,145,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,144,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,143,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,142,71,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,141,71,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,140,71,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,139,71,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,138,71,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,137,70,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,136,70,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,135,70,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,134,70,98,24,59,Severe Difficulties
Preschool,School,2-4 years,ST,133,69,97,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,132,69,97,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,131,68,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,130,68,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,129,68,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,128,68,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,127,68,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,126,67,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,125,67,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,124,67,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,123,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,122,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,121,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,120,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,119,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,118,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,117,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,116,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,115,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,114,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,113,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,112,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,111,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,110,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,109,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,108,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,107,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,106,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,105,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,104,63,90,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,103,63,90,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,102,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,101,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,100,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,99,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,98,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,97,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,96,61,86,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,95,61,86,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,94,60,84,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,93,60,84,24,59,Moderate Difficulties
Preschool,School,2-4 years,ST,92,59,82,24,59,Typical
Preschool,School,2-4 years,ST,91,59,82,24,59,Typical
Preschool,School,2-4 years,ST,90,58,79,24,59,Typical
Preschool,School,2-4 years,ST,89,58,79,24,59,Typical
Preschool,School,2-4 years,ST,88,58,79,24,59,Typical
Preschool,School,2-4 years,ST,87,57,76,24,59,Typical
Preschool,School,2-4 years,ST,86,57,76,24,59,Typical
Preschool,School,2-4 years,ST,85,57,76,24,59,Typical
Preschool,School,2-4 years,ST,84,56,73,24,59,Typical
Preschool,School,2-4 years,ST,83,56,73,24,59,Typical
Preschool,School,2-4 years,ST,82,55,69,24,59,Typical
Preschool,School,2-4 years,ST,81,55,69,24,59,Typical
Preschool,School,2-4 years,ST,80,54,66,24,59,Typical
Preschool,School,2-4 years,ST,79,54,66,24,59,Typical
Preschool,School,2-4 years,ST,78,53,62,24,59,Typical
Preschool,School,2-4 years,ST,77,53,62,24,59,Typical
Preschool,School,2-4 years,ST,76,53,62,24,59,Typical
Preschool,School,2-4 years,ST,75,52,58,24,59,Typical
Preschool,School,2-4 years,ST,74,51,54,24,59,Typical
Preschool,School,2-4 years,ST,73,50,50,24,59,Typical
Preschool,School,2-4 years,ST,72,50,50,24,59,Typical
Preschool,School,2-4 years,ST,71,49,46,24,59,Typical
Preschool,School,2-4 years,ST,70,48,42,24,59,Typical
Preschool,School,2-4 years,ST,69,47,38,24,59,Typical
Preschool,School,2-4 years,ST,68,47,38,24,59,Typical
Preschool,School,2-4 years,ST,67,46,34,24,59,Typical
Preschool,School,2-4 years,ST,66,45,31,24,59,Typical
Preschool,School,2-4 years,ST,65,43,24,24,59,Typical
Preschool,School,2-4 years,ST,64,42,21,24,59,Typical
Preschool,School,2-4 years,ST,63,40,16,24,59,Typical
Preschool,School,2-4 years,ST,62,40,16,24,59,Typical
Preschool,School,2-4 years,ST,61,40,16,24,59,Typical
Preschool,School,2-4 years,ST,60,40,16,24,59,Typical
Preschool,School,2-4 years,PLN,40,78,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,39,78,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,38,78,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,37,78,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,36,78,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,35,78,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,34,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,33,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,32,75,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,31,73,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,30,73,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,29,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,28,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,27,71,98,24,59,Severe Difficulties
Preschool,School,2-4 years,PLN,26,69,97,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,25,67,96,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,24,65,93,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,23,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,22,63,90,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,21,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,20,61,86,24,59,Moderate Difficulties
Preschool,School,2-4 years,PLN,19,59,82,24,59,Typical
Preschool,School,2-4 years,PLN,18,57,76,24,59,Typical
Preschool,School,2-4 years,PLN,17,56,73,24,59,Typical
Preschool,School,2-4 years,PLN,16,54,66,24,59,Typical
Preschool,School,2-4 years,PLN,15,52,58,24,59,Typical
Preschool,School,2-4 years,PLN,14,50,50,24,59,Typical
Preschool,School,2-4 years,PLN,13,48,42,24,59,Typical
Preschool,School,2-4 years,PLN,12,46,34,24,59,Typical
Preschool,School,2-4 years,PLN,11,43,24,24,59,Typical
Preschool,School,2-4 years,PLN,10,40,16,24,59,Typical
Preschool,School,2-4 years,SOC,40,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,39,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,38,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,37,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,36,80,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,35,76,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,34,76,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,33,74,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,32,72,99,24,59,Severe Difficulties
Preschool,School,2-4 years,SOC,31,69,97,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,30,66,95,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,29,64,92,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,28,63,90,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,27,62,88,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,26,61,86,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,25,60,84,24,59,Moderate Difficulties
Preschool,School,2-4 years,SOC,24,58,79,24,59,Typical
Preschool,School,2-4 years,SOC,23,57,76,24,59,Typical
Preschool,School,2-4 years,SOC,22,55,69,24,59,Typical
Preschool,School,2-4 years,SOC,21,53,62,24,59,Typical
Preschool,School,2-4 years,SOC,20,52,58,24,59,Typical
Preschool,School,2-4 years,SOC,19,50,50,24,59,Typical
Preschool,School,2-4 years,SOC,18,49,46,24,59,Typical
Preschool,School,2-4 years,SOC,17,47,38,24,59,Typical
Preschool,School,2-4 years,SOC,16,46,34,24,59,Typical
Preschool,School,2-4 years,SOC,15,45,31,24,59,Typical
Preschool,School,2-4 years,SOC,14,43,24,24,59,Typical
Preschool,School,2-4 years,SOC,13,41,18,24,59,Typical
Preschool,School,2-4 years,SOC,12,40,16,24,59,Typical
Preschool,School,2-4 years,SOC,11,40,16,24,59,Typical
Preschool,School,2-4 years,SOC,10,40,16,24,59,Typical
Preschool,School,5 years,VIS,40,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,39,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,38,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,37,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,36,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,35,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,34,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,33,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,32,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,31,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,30,75,99,60,71,Severe Difficulties
Preschool,School,5 years,VIS,29,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,28,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,27,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,26,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,25,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,24,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,23,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,22,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,21,71,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,20,70,98,60,71,Severe Difficulties
Preschool,School,5 years,VIS,19,66,95,60,71,Moderate Difficulties
Preschool,School,5 years,VIS,18,66,95,60,71,Moderate Difficulties
Preschool,School,5 years,VIS,17,66,95,60,71,Moderate Difficulties
Preschool,School,5 years,VIS,16,65,93,60,71,Moderate Difficulties
Preschool,School,5 years,VIS,15,62,88,60,71,Moderate Difficulties
Preschool,School,5 years,VIS,14,60,84,60,71,Moderate Difficulties
Preschool,School,5 years,VIS,13,56,73,60,71,Typical
Preschool,School,5 years,VIS,12,52,58,60,71,Typical
Preschool,School,5 years,VIS,11,45,31,60,71,Typical
Preschool,School,5 years,VIS,10,40,16,60,71,Typical
Preschool,School,5 years,HEA,40,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,39,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,38,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,37,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,36,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,35,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,34,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,33,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,32,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,31,73,99,60,71,Severe Difficulties
Preschool,School,5 years,HEA,30,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,29,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,28,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,27,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,26,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,25,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,24,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,23,70,98,60,71,Severe Difficulties
Preschool,School,5 years,HEA,22,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,21,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,20,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,19,67,96,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,18,66,95,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,17,64,92,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,16,63,90,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,15,60,84,60,71,Moderate Difficulties
Preschool,School,5 years,HEA,14,58,79,60,71,Typical
Preschool,School,5 years,HEA,13,55,69,60,71,Typical
Preschool,School,5 years,HEA,12,50,50,60,71,Typical
Preschool,School,5 years,HEA,11,45,31,60,71,Typical
Preschool,School,5 years,HEA,10,40,16,60,71,Typical
Preschool,School,5 years,TOU,40,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,39,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,38,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,37,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,36,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,35,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,34,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,33,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,32,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,31,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,30,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,29,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,28,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,27,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,26,72,99,60,71,Severe Difficulties
Preschool,School,5 years,TOU,25,71,98,60,71,Severe Difficulties
Preschool,School,5 years,TOU,24,71,98,60,71,Severe Difficulties
Preschool,School,5 years,TOU,23,71,98,60,71,Severe Difficulties
Preschool,School,5 years,TOU,22,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,21,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,20,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,19,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,18,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,17,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,16,67,96,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,15,65,93,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,14,63,90,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,13,60,84,60,71,Moderate Difficulties
Preschool,School,5 years,TOU,12,55,69,60,71,Typical
Preschool,School,5 years,TOU,11,49,46,60,71,Typical
Preschool,School,5 years,TOU,10,40,16,60,71,Typical
Preschool,School,5 years,T&S,40,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,39,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,38,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,37,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,36,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,35,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,34,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,33,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,32,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,31,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,30,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,29,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,28,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,27,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,26,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,25,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,24,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,23,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,22,74,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,21,73,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,20,73,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,19,73,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,18,72,99,60,71,Severe Difficulties
Preschool,School,5 years,T&S,17,71,98,60,71,Severe Difficulties
Preschool,School,5 years,T&S,16,71,98,60,71,Severe Difficulties
Preschool,School,5 years,T&S,15,70,98,60,71,Severe Difficulties
Preschool,School,5 years,T&S,14,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,T&S,13,65,93,60,71,Moderate Difficulties
Preschool,School,5 years,T&S,12,61,86,60,71,Moderate Difficulties
Preschool,School,5 years,T&S,11,54,66,60,71,Typical
Preschool,School,5 years,T&S,10,43,24,60,71,Typical
Preschool,School,5 years,BOD,40,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,39,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,38,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,37,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,36,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,35,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,34,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,33,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,32,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,31,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,30,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,29,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,28,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,27,69,97,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,26,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,25,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,24,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,23,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,22,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,21,68,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,20,67,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,19,67,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,18,67,96,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,17,66,95,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,16,66,95,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,15,64,92,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,14,63,90,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,13,60,84,60,71,Moderate Difficulties
Preschool,School,5 years,BOD,12,57,76,60,71,Typical
Preschool,School,5 years,BOD,11,51,54,60,71,Typical
Preschool,School,5 years,BOD,10,42,21,60,71,Typical
Preschool,School,5 years,BAL,40,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,39,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,38,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,37,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,36,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,35,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,34,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,33,71,98,60,71,Severe Difficulties
Preschool,School,5 years,BAL,32,71,98,60,71,Severe Difficulties
