IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
126189,SM,10,Female,Bachelor's degree or higher,White,west,2,2,2,2,3,2,2,1,1,1,1,1,1,2,2,2,1,1,1,3,2,2,3,3,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,3,2,3,1,1,1,2,1,2,3,1,2,1,2,03.5 to 10 mo,89,18,15,19,13,13,11,18,16
126193,SM,21,Female,Bachelor's degree or higher,White,south,3,2,1,2,3,2,2,2,3,2,2,2,1,2,3,3,1,1,2,4,1,2,1,1,1,1,2,1,3,3,1,1,2,4,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,3,2,2,2,2,2,1,3,1,2,1,1,2,2,2,1,2,1,1,11 to 31.5 mo,99,22,21,16,14,15,13,20,15
126195,SM,30,Female,Bachelor's degree or higher,White,west,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,11 to 31.5 mo,74,14,12,16,10,13,10,13,13
126199,SM,25,Male,Bachelor's degree or higher,MultiRacial,west,1,3,1,2,2,1,2,1,1,1,2,2,1,2,3,2,1,1,1,4,2,2,1,1,1,1,1,1,3,2,2,1,2,3,2,1,2,1,1,1,2,4,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,1,3,1,1,1,1,1,2,1,1,2,1,1,11 to 31.5 mo,94,15,19,15,16,17,10,17,12
126209,SM,26,Male,Some college or associate degree,Hispanic,west,1,1,1,1,1,1,2,1,4,4,2,4,1,4,3,3,1,1,1,4,2,2,1,1,1,1,1,1,2,3,2,1,1,3,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,96,17,24,15,13,15,12,17,12
126229,SM,25,Female,Bachelor's degree or higher,White,west,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,3,4,1,1,2,3,1,2,2,2,1,2,3,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,3,2,2,1,1,2,2,1,2,1,1,2,1,2,11 to 31.5 mo,94,12,14,17,16,19,12,16,15
126230,SM,5,Male,Bachelor's degree or higher,White,west,1,2,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,3,1,2,2,3,2,2,2,2,1,2,2,2,1,2,3,4,1,1,1,3,1,2,1,2,1,1,3,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,3,2,3,1,1,2,2,1,2,1,1,2,1,2,03.5 to 10 mo,102,13,15,20,19,16,14,18,15
126281,SM,11,Female,Bachelor's degree or higher,White,south,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,11 to 31.5 mo,73,13,14,12,13,12,10,12,15
126302,SM,28,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,2,2,1,1,1,2,1,3,1,1,1,1,2,3,2,1,1,3,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,79,17,16,15,13,13,10,12,12
126303,SM,5,Female,Bachelor's degree or higher,White,midwest,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,3,2,1,2,3,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,03.5 to 10 mo,83,16,15,19,14,13,10,12,12
126308,SM,9,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,3,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,03.5 to 10 mo,76,17,13,15,11,13,11,13,12
126317,SM,30,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,2,2,2,2,1,1,1,4,1,2,2,2,2,3,1,2,2,2,1,3,1,1,2,3,2,2,1,3,1,1,2,2,1,1,3,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,3,3,2,2,2,2,2,11 to 31.5 mo,97,19,19,18,16,15,13,16,22
126318,SM,6,Male,Bachelor's degree or higher,White,midwest,2,2,2,2,3,2,3,2,2,2,2,1,1,3,1,2,2,2,2,2,1,3,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,3,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,3,2,2,2,2,3,1,3,1,1,2,2,3,3,2,2,2,2,2,03.5 to 10 mo,100,22,18,17,14,17,14,20,21
126324,SM,10,Male,Bachelor's degree or higher,Hispanic,northeast,1,1,1,2,2,2,1,1,2,2,1,1,1,3,1,1,1,1,1,2,3,2,1,2,1,1,1,2,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,2,1,1,1,1,1,2,1,1,2,1,2,03.5 to 10 mo,82,15,13,18,13,11,11,16,13
126326,SM,16,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,11 to 31.5 mo,74,14,14,12,12,14,10,12,13
126332,SM,22,Male,Bachelor's degree or higher,White,northeast,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,11 to 31.5 mo,72,15,13,14,11,12,10,12,13
126333,SM,21,Female,Bachelor's degree or higher,White,midwest,2,2,1,2,2,2,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,1,1,1,1,2,11 to 31.5 mo,72,17,13,11,12,14,10,12,16
126334,SM,7,Female,Bachelor's degree or higher,White,midwest,1,1,1,1,2,1,2,1,3,3,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,1,1,1,1,2,03.5 to 10 mo,71,16,12,12,12,13,10,12,16
126335,SM,29,Female,Bachelor's degree or higher,White,midwest,2,2,2,2,1,1,2,2,3,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,2,1,2,2,2,1,1,2,2,2,1,1,11 to 31.5 mo,76,18,13,11,10,12,12,18,16
126336,SM,8,Male,Bachelor's degree or higher,White,midwest,2,2,2,2,2,2,2,2,3,1,1,1,2,4,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,2,1,2,2,2,1,1,1,2,2,1,2,03.5 to 10 mo,84,20,16,13,14,11,11,19,16
126360,SM,7,Female,Bachelor's degree or higher,White,west,2,2,1,2,2,2,1,1,3,3,1,2,2,3,2,2,2,1,1,2,2,2,2,3,1,2,2,1,3,3,3,2,2,3,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,2,3,1,2,2,3,2,3,1,1,1,2,2,03.5 to 10 mo,100,19,18,21,18,15,10,18,19
126361,SM,26,Female,Bachelor's degree or higher,White,west,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,3,2,2,2,1,3,1,1,3,3,1,1,1,1,1,1,2,1,1,1,2,4,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,1,1,1,2,1,1,2,1,1,11 to 31.5 mo,91,16,14,21,11,18,10,17,12
126363,SM,19,Male,Bachelor's degree or higher,White,west,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,3,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,3,1,1,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,11 to 31.5 mo,88,14,17,16,14,16,12,13,14
126370,SM,18,Female,Bachelor's degree or higher,Asian,west,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,2,2,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,3,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,11 to 31.5 mo,97,22,17,20,13,15,16,16,19
126372,SM,21,Male,Bachelor's degree or higher,White,northeast,3,3,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,2,3,2,2,1,2,1,1,3,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,11 to 31.5 mo,84,17,14,19,13,12,13,13,17
126384,SM,5,Male,Bachelor's degree or higher,White,west,3,2,1,3,4,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,3,2,2,2,3,1,1,2,2,1,1,2,3,1,2,1,2,1,2,2,2,1,1,1,3,3,2,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,1,3,1,1,1,1,2,2,1,1,2,1,2,03.5 to 10 mo,97,22,13,20,16,19,13,16,14
126394,SM,8,Male,Bachelor's degree or higher,Asian,west,1,2,1,1,1,1,2,1,3,3,1,2,1,3,1,2,1,1,1,3,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,4,1,1,1,2,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,03.5 to 10 mo,86,16,16,16,16,16,10,12,13
126397,SM,10,Male,Bachelor's degree or higher,White,west,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,03.5 to 10 mo,84,17,16,17,12,15,10,14,15
126398,SM,30,Female,Bachelor's degree or higher,Hispanic,west,2,2,1,2,3,2,2,1,1,1,1,1,1,2,1,3,1,1,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,1,1,2,2,2,11 to 31.5 mo,82,17,15,16,15,14,11,11,18
126399,SM,8,Male,Bachelor's degree or higher,White,west,3,3,2,2,3,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,03.5 to 10 mo,80,20,13,14,12,15,12,14,15
131001,SM,11,Male,High school graduate (including GED),White,west,1,3,1,1,2,1,2,1,1,1,2,1,2,4,4,2,2,1,3,3,1,2,1,4,1,1,2,1,3,2,3,2,2,3,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,4,2,1,1,1,1,1,1,2,1,1,2,1,2,3,3,2,2,3,1,2,3,2,2,3,2,1,2,1,2,11 to 31.5 mo,113,14,24,18,19,17,15,20,20
131002,SM,13,Male,Bachelor's degree or higher,MultiRacial,west,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,3,1,2,3,1,2,1,2,1,2,1,1,11 to 31.5 mo,80,16,12,14,13,15,11,15,16
131003,SM,24,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,2,1,1,1,1,1,1,3,4,2,4,3,4,1,1,2,4,4,2,3,4,1,2,1,1,4,3,1,1,2,2,2,1,2,1,1,2,3,3,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,110,12,28,25,15,17,11,14,11
131004,SM,6,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,03.5 to 10 mo,75,14,12,15,11,12,12,13,14
131005,SM,16,Female,Bachelor's degree or higher,Hispanic,west,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,11 to 31.5 mo,70,14,13,13,11,11,11,11,14
131006,SM,20,Male,Some college or associate degree,White,west,1,2,1,1,2,1,1,1,2,1,1,1,2,4,1,2,1,1,2,2,2,2,3,4,1,2,2,1,2,2,2,1,2,3,1,1,1,2,1,1,3,1,1,2,2,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,11 to 31.5 mo,95,13,17,21,15,18,11,13,12
131007,SM,8,Female,Bachelor's degree or higher,White,west,3,2,1,1,3,1,2,3,3,3,2,3,2,2,1,2,2,1,2,3,2,2,1,2,1,2,1,1,1,3,2,1,1,3,1,2,1,2,1,2,3,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,3,2,2,2,1,2,2,2,03.5 to 10 mo,97,22,20,16,16,17,13,15,20
131010,SM,4,Female,Bachelor's degree or higher,White,midwest,2,1,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,1,2,2,2,2,1,1,3,1,3,2,3,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,3,3,2,2,1,2,2,1,1,2,2,1,1,2,3,03.5 to 10 mo,99,19,20,20,14,16,12,17,17
131011,SM,29,Male,Bachelor's degree or higher,White,west,2,3,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,3,1,2,1,2,2,2,1,3,3,2,3,1,2,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,2,1,1,2,1,2,11 to 31.5 mo,95,18,13,16,17,20,14,15,13
131013,SM,29,Female,High school graduate (including GED),White,west,1,1,1,2,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,2,1,2,2,1,1,1,1,2,11 to 31.5 mo,81,12,15,13,13,15,10,15,14
131014,SM,5,Male,Bachelor's degree or higher,White,west,1,2,2,2,2,2,1,2,2,2,1,1,2,4,1,1,2,1,2,2,2,2,1,3,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,03.5 to 10 mo,86,18,17,18,12,14,12,13,13
131016,SM,5,Female,Some college or associate degree,White,west,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,2,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,2,03.5 to 10 mo,85,13,12,15,11,17,12,18,13
131018,SM,6,Female,Some college or associate degree,Hispanic,west,4,1,1,2,3,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,03.5 to 10 mo,83,17,14,13,17,15,13,11,15
131019,SM,11,Female,Some college or associate degree,Hispanic,west,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,11 to 31.5 mo,117,21,21,20,19,20,19,18,21
131020,SM,5,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,2,1,2,3,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,2,2,1,2,1,1,2,2,1,03.5 to 10 mo,84,12,19,14,13,13,11,14,17
131021,SM,12,Male,Bachelor's degree or higher,White,midwest,3,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,3,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,3,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,11 to 31.5 mo,98,18,16,16,16,18,15,17,19
131022,SM,6,Female,Some college or associate degree,White,west,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,3,1,2,2,1,1,2,2,4,1,1,2,2,2,2,3,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2,03.5 to 10 mo,90,13,13,13,16,20,13,15,12
131023,SM,7,Male,Some college or associate degree,White,west,2,3,2,2,2,2,1,2,2,2,1,3,1,4,1,3,1,2,1,4,3,2,2,1,1,3,1,1,3,1,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,3,3,3,1,2,1,2,1,1,1,1,1,1,1,03.5 to 10 mo,99,20,21,18,14,14,13,19,12
131024,SM,4,Male,Some college or associate degree,White,west,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,3,1,2,2,2,1,1,2,2,2,1,1,1,2,3,2,3,1,3,1,3,1,3,1,2,2,3,1,1,2,2,3,03.5 to 10 mo,101,17,16,17,15,17,16,20,20
131026,SM,24,Male,Some college or associate degree,White,west,1,2,1,1,1,1,2,1,1,1,1,3,1,4,2,3,1,1,1,4,2,2,2,1,1,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,2,3,2,3,1,2,1,2,1,2,1,1,1,1,1,11 to 31.5 mo,95,12,21,16,12,15,15,16,13
131027,SM,13,Male,High school graduate (including GED),White,west,1,3,1,1,1,1,2,2,2,2,3,3,3,4,3,2,2,2,2,3,2,2,1,4,1,2,2,1,3,3,2,2,3,3,1,1,2,2,1,2,2,1,2,1,2,2,3,3,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,4,4,2,2,3,1,2,3,2,2,2,2,2,2,2,2,11 to 31.5 mo,122,16,27,21,19,19,13,23,21
133001,SM,29,Male,Bachelor's degree or higher,White,west,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,4,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,2,2,1,1,1,1,1,11 to 31.5 mo,84,16,16,15,11,17,10,15,12
133002,SM,16,Female,Some college or associate degree,MultiRacial,west,1,3,2,1,3,1,1,2,2,2,2,1,2,3,3,1,1,1,2,4,1,2,2,1,1,1,1,1,1,2,3,2,2,1,1,1,1,4,1,1,4,4,3,4,3,3,4,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,3,2,2,1,1,2,2,4,2,1,1,1,1,2,11 to 31.5 mo,110,18,20,13,17,31,12,17,17
133003,SM,9,Male,Bachelor's degree or higher,White,west,2,3,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,03.5 to 10 mo,87,18,13,18,12,18,10,16,12
133004,SM,20,Male,High school graduate (including GED),MultiRacial,west,3,2,1,2,3,3,1,1,3,3,2,1,2,1,1,1,2,1,2,3,1,2,1,1,2,1,2,1,3,2,3,1,2,2,1,2,1,1,1,1,1,2,1,1,2,3,2,3,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,3,2,1,3,1,2,1,2,2,3,3,1,2,1,2,11 to 31.5 mo,96,22,16,16,15,18,15,16,19
133005,SM,21,Female,Some college or associate degree,MultiRacial,west,2,2,2,1,1,1,2,2,2,1,1,3,2,4,3,2,1,1,2,2,1,2,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,2,1,2,2,4,3,3,3,1,1,2,3,11 to 31.5 mo,89,16,21,17,10,15,11,15,24
133006,SM,17,Female,Some college or associate degree,White,west,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,3,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,76,16,12,15,13,13,11,12,13
133007,SM,19,Female,Bachelor's degree or higher,MultiRacial,west,1,3,1,2,3,2,2,2,2,1,1,2,1,2,1,2,1,1,1,4,3,3,2,3,1,1,1,1,3,3,1,1,2,2,1,1,2,2,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,3,2,1,2,2,1,11 to 31.5 mo,88,19,16,21,14,15,10,12,18
133008,SM,19,Male,Bachelor's degree or higher,MultiRacial,west,2,3,1,2,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,4,3,3,2,3,1,1,1,1,3,3,2,1,2,2,1,1,2,2,1,1,2,3,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,3,2,1,2,2,1,11 to 31.5 mo,93,20,18,21,15,16,11,12,19
133009,SM,7,Male,Bachelor's degree or higher,White,west,1,2,1,1,2,1,2,1,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,2,03.5 to 10 mo,71,17,13,14,11,13,10,10,15
133010,SM,9,Male,Bachelor's degree or higher,MultiRacial,west,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,03.5 to 10 mo,98,20,19,16,16,16,16,15,16
133011,SM,10,Female,Bachelor's degree or higher,White,west,3,3,2,3,2,2,2,1,3,2,2,2,2,2,2,1,3,1,3,3,2,2,1,2,1,1,1,2,4,3,3,1,3,3,2,1,2,3,2,2,3,4,1,2,2,3,3,2,3,2,3,3,1,1,1,2,2,2,2,2,2,1,1,2,2,1,3,1,3,2,1,1,2,3,2,1,3,2,1,3,03.5 to 10 mo,124,23,21,19,22,25,19,18,19
