CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,q0002_0001_0001,q0002_0001_0002,q0002_0001_0003,q0003_0001_0001,q0003_0001_0002,q0003_0001_0003,q0004,Gender,q0006,q0007,q0008,q0009_0001,q0009_0002,q0009_0003,q0009_0004,q0009_0005,q0009_0006,q0009_other,q0010,q0010_other,q0011_0001,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,q0030_0001,q0031_0001,count_total
Web Link 1,5560577454,94897316,10/21/2018 01:51:56,10/21/2018 01:53:04,73.122.201.29, , , , ,298045,10,20,2018,09,23,2007,11,Male,6,30340,Yes, , , , , ,Other (please specify),Hispanic,No, ,Always,Occasionally,Frequently,Occasionally,Frequently,Never,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Always,Frequently,Occasionally,1
Web Link 1,5560875638,94897316,10/22/2018 05:43:35,10/22/2018 05:44:50,68.131.39.216, , , , ,298047,10,20,2018,06,17,2007,11,Male,6,30241,Yes, , , , , ,Other (please specify),Hispanic,No, ,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,1
Web Link 1,5560877630,94897316,10/22/2018 05:57:40,10/22/2018 05:58:42,68.131.39.216, , , , ,298033,10,22,2018,01,25,2008,10,Male,5,30241,Yes, , , , , ,Other (please specify),Hispanic,No, ,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Always,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Always,Frequently,Frequently,Never,Occasionally,1
Web Link 1,5561056362,94897316,10/23/2018 10:13:50,10/23/2018 10:16:48,209.175.44.64, , , , ,294022,10,23,2018,01,05,2007,11,Female,6,60805,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5561057257,94897316,10/23/2018 10:17:28,10/23/2018 10:19:54,209.175.44.64, , , , ,294023,10,23,2018,01,05,2007,11,Male,6,60805,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5561058598,94897316,10/23/2018 10:22:30,10/23/2018 10:26:56,209.175.44.63, , , , ,294024,10,23,2018,02,24,2007,11,Female,6,60803,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5561059893,94897316,10/23/2018 10:27:02,10/23/2018 10:29:37,209.175.44.63, , , , ,294025,10,23,2018,02,04,2010,8,Male,3,60803,No, , ,Black/African American, , , , ,No, ,Occasionally,Always,Frequently,Occasionally,Frequently,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5562191875,94897316,10/28/2018 07:14:11,11/01/2018 09:57:12,108.222.28.112, , , , ,298038,10,28,2018,07,28,2010,8,Female,3,30046,No, , ,Black/African American, , , , ,No, ,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Never,Occasionally,Occasionally,1
Web Link 1,5562225755,94897316,10/28/2018 11:01:27,10/28/2018 11:31:35,73.122.201.29, , , , ,298025,10,25,2018,06,05,2012,6,Female,1,30046,No, , ,Black/African American, , , , ,No, ,Occasionally,Always,Always,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5562277161,94897316,10/28/2018 06:37:04,10/28/2018 06:43:29,108.222.28.112, , , , ,298003,10,28,2018,04,17,2009,9,Female,4,30046,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5562363040,94897316,10/29/2018 05:59:24,10/29/2018 06:02:16,209.175.44.63, , , , ,294021,10,29,2018,05,23,2010,8,Female,3,60609,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5562364156,94897316,10/29/2018 06:03:36,10/29/2018 06:06:17,209.175.44.63, , , , ,294046,10,29,2018,09,05,2009,9,Male,3,60620,No, , , , ,White, , ,No, ,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5562364970,94897316,10/29/2018 06:06:29,10/29/2018 06:08:54,209.175.44.63, , , , ,294047,10,29,2018,11,27,2009,8,Female,3,60620,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5562365863,94897316,10/29/2018 06:09:21,10/29/2018 06:12:52,209.175.44.63, , , , ,294028,10,29,2018,08,14,2011,7,Male,2,60652,No,American Indian/Alaska Native, ,Black/African American, , , , ,No, ,Always,Frequently,Always,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,1
Web Link 1,5562366828,94897316,10/29/2018 06:13:01,10/29/2018 06:15:10,209.175.44.63, , , , ,294029,10,29,2018,11,04,2005,12,Male,7,60621,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,1
Web Link 1,5563484505,94897316,11/02/2018 07:34:20,11/02/2018 07:37:01,64.150.5.14, , , , ,294030,11,02,2018,05,08,2008,10,Male,5,60621,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563485344,94897316,11/02/2018 07:37:17,11/02/2018 07:41:12,64.150.5.14, , , , ,294031,11,02,2018,08,16,2006,12,Female,7,60621,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563486695,94897316,11/02/2018 07:41:21,11/02/2018 07:44:46,64.150.5.14, , , , ,294032,11,02,2018,06,23,2009,9,Female,4,60624,No, , ,Black/African American, ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563487715,94897316,11/02/2018 07:44:57,11/02/2018 07:47:39,64.150.5.14, , , , ,294033,11,02,2018,03,19,2012,6,Female,1,60620,No, , ,Black/African American, , , , ,No, ,Frequently,Always,Always,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5564665994,94897316,11/07/2018 11:09:58,11/07/2018 11:13:56,209.175.44.63, , , , ,294034,11,07,2018,11,18,2008,9,Male,4,60637,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,1
Web Link 1,5564667486,94897316,11/07/2018 11:14:40,11/07/2018 11:18:53,209.175.44.63, , , , ,294035,11,07,2018,04,01,2006,12,Male,7,60637,No, , ,Black/African American, ,White, , ,No, ,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5565579547,94897316,11/11/2018 07:40:34,11/11/2018 07:43:21,73.122.201.29, , , , ,298035,11,10,2018,06,13,2011,7,Male,2,30034,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5565658116,94897316,11/12/2018 05:48:25,11/12/2018 05:49:50,12.238.122.226, , , , ,298036,11,12,2018,12,26,2013,5,Male,K,30046,No, , ,Black/African American, , , , ,No, ,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5566481882,94897316,11/15/2018 06:41:40,11/15/2018 06:43:32,168.8.249.122, , , , ,298042,11,13,2018,02,05,2007,11,Female,6,30345,No, , ,Black/African American, , , , ,No, ,Occasionally,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Never,Never,Never,1
Web Link 1,5566575070,94897316,11/15/2018 11:47:21,11/15/2018 11:49:03,168.8.249.122, , , , ,298034,11,15,2018,01,06,2007,11,Female,6,30345,Yes,American Indian/Alaska Native, , , , , , ,No, ,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5567148550,94897316,11/18/2018 03:16:38,11/18/2018 03:20:31,99.39.209.189, , , , ,315015,11,18,2018,01,23,2010,8,Female,3,27863,No, , , , ,White, , ,No, ,Never,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,1
Web Link 1,5569146138,94897316,11/27/2018 04:47:14,11/28/2018 08:50:35,99.39.209.189, , , , ,315022,11,27,2018,03,03,2010,8,Female,3,27530,No, , ,Black/African American, , , , ,Yes,Asthma,Always,Frequently,Frequently,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,1
