IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,q0011,q0012,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0022,q0024,q0025,q0026,q0027,q0028,q0029,q0032,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0052,q0054,q0055,q0056,q0061,q0062,q0063,q0066,q0067,q0068,q0069,q0071,q0073,q0075,q0076,q0077,q0079,q0080,q0081,q0082,q0086,q0087,q0088,q0089,q0091,q0093,q0095,q0096,q0097,q0098,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0110,q0112,q0114,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
134024,SM,24,Male,Bachelor's degree or higher,White,west,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,71,18,12,14,11,11,12,11,10
136002,SM,12,Male,Some college or associate degree,Hispanic,west,2,4,1,1,1,3,4,1,4,4,1,2,1,1,1,1,1,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,09.5 to 20 mo,85,25,15,16,13,12,15,14,12
136006,SM,25,Male,Bachelor's degree or higher,Hispanic,west,1,2,2,1,3,2,2,2,1,2,1,3,1,3,1,1,1,3,3,2,3,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,21 to 31.5 mo,101,18,19,17,17,17,18,13,12
136007,SM,19,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,70,16,11,11,14,12,11,11,10
136010,SM,22,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,1,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,79,14,18,11,10,15,13,12,10
136011,SM,22,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,2,2,2,1,1,2,2,1,4,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,78,13,19,11,11,14,12,11,10
137004,SM,28,Female,Bachelor's degree or higher,White,midwest,1,1,3,1,2,3,1,1,2,2,2,1,1,2,1,1,1,2,1,1,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,80,17,13,15,13,12,13,14,11
137016,SM,13,Female,Bachelor's degree or higher,White,midwest,2,3,1,1,1,2,2,2,2,2,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,09.5 to 20 mo,80,18,15,12,13,12,14,14,13
137031,SM,10,Male,Bachelor's degree or higher,White,midwest,1,4,3,1,2,2,3,2,4,4,3,3,2,2,2,4,2,3,2,1,1,2,2,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,2,2,2,3,2,4,2,2,3,1,2,1,2,4,4,4,4,3,3,3,3,3,4,09.5 to 20 mo,101,26,24,14,13,10,18,22,35
138001,SM,21,Male,Bachelor's degree or higher,Other,west,2,2,2,1,1,2,2,2,3,2,2,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,21 to 31.5 mo,75,19,14,11,11,12,16,11,14
138002,SM,13,Female,Bachelor's degree or higher,White,west,2,2,1,1,2,2,1,2,1,2,2,3,1,3,1,1,1,3,2,1,1,1,2,1,2,1,2,2,1,1,2,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,2,2,1,1,2,1,1,2,2,09.5 to 20 mo,89,16,18,14,15,11,15,16,15
138003,SM,16,Female,Bachelor's degree or higher,White,west,1,2,2,1,2,2,4,3,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,3,2,2,1,1,4,2,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,09.5 to 20 mo,94,20,18,18,17,12,17,12,15
138005,SM,12,Female,Some college or associate degree,White,west,2,2,1,1,2,2,2,1,1,3,1,2,1,3,1,1,1,3,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,3,2,2,1,2,1,1,3,2,1,1,1,2,4,1,3,1,2,1,2,3,1,2,2,1,2,2,2,2,3,1,1,1,2,1,1,3,2,2,2,1,2,1,1,09.5 to 20 mo,103,17,17,16,17,18,18,17,16
138006,SM,13,Female,Bachelor's degree or higher,MultiRacial,west,2,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,3,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,09.5 to 20 mo,83,15,12,14,13,15,16,13,14
141001,SM,11,Female,Bachelor's degree or higher,White,south,2,3,1,2,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,3,4,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,09.5 to 20 mo,84,16,13,14,16,13,15,13,11
141002,SM,13,Female,Some college or associate degree,White,south,2,2,1,1,1,2,2,2,3,3,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,09.5 to 20 mo,81,19,14,14,12,13,14,14,14
141003,SM,26,Male,Bachelor's degree or higher,White,south,1,2,1,1,1,2,1,1,2,3,2,3,1,3,2,1,1,3,2,2,2,1,3,2,2,1,1,3,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,21 to 31.5 mo,90,15,20,18,13,12,15,12,13
141018,SM,26,Male,Bachelor's degree or higher,Hispanic,west,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,3,2,1,4,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,21 to 31.5 mo,79,14,14,14,12,13,15,11,11
141020,SM,24,Male,Bachelor's degree or higher,White,west,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,1,2,1,4,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,1,2,2,2,2,1,1,3,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,96,10,16,20,15,15,18,12,10
141081,SM,26,Female,Bachelor's degree or higher,White,south,2,2,2,1,2,2,3,2,1,2,2,3,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,21 to 31.5 mo,77,19,15,14,13,11,12,12,13
141084,SM,28,Male,Bachelor's degree or higher,Hispanic,south,2,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,2,1,2,3,2,2,1,1,2,1,2,2,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,82,16,12,17,14,14,14,11,10
141173,SM,26,Female,Bachelor's degree or higher,White,south,1,1,1,1,2,1,1,1,1,1,2,4,1,3,1,1,2,3,2,2,1,2,2,1,2,2,2,3,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,1,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,21 to 31.5 mo,96,11,21,18,15,11,16,15,12
141222,SM,11,Male,Bachelor's degree or higher,White,south,2,4,1,1,1,1,2,1,2,3,1,3,1,2,1,1,1,3,2,2,3,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,09.5 to 20 mo,82,18,17,15,15,10,13,12,12
141236,SM,12,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,3,1,2,3,2,3,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,3,3,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,4,1,1,1,2,4,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,09.5 to 20 mo,96,15,14,16,18,13,18,17,18
141238,SM,15,Male,Bachelor's degree or higher,White,south,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,72,16,12,14,11,13,11,11,10
141240,SM,18,Male,Some college or associate degree,White,south,1,2,2,1,2,2,1,1,2,2,1,3,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,3,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,3,2,1,2,1,2,2,1,09.5 to 20 mo,85,16,16,14,14,11,17,13,16
141241,SM,10,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,2,2,1,1,1,1,3,1,3,1,1,1,4,4,2,3,2,3,1,1,3,2,2,2,1,2,1,3,3,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,4,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,3,1,2,1,1,2,2,1,2,2,2,09.5 to 20 mo,109,12,21,20,18,14,18,18,16
141274,SM,18,Female,Bachelor's degree or higher,White,south,2,3,1,1,2,3,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,3,2,2,2,2,1,2,3,3,09.5 to 20 mo,80,17,14,14,14,10,15,13,22
141299,SM,18,Male,Some college or associate degree,Hispanic,south,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,4,2,4,2,1,1,1,1,2,1,3,1,2,4,1,2,2,1,1,1,1,2,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,09.5 to 20 mo,91,13,12,13,21,17,14,14,16
141304,SM,13,Female,High school graduate (including GED),Hispanic,south,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,3,1,2,1,2,3,2,1,1,1,2,2,2,09.5 to 20 mo,75,11,11,11,12,10,15,16,17
141306,SM,18,Male,Some college or associate degree,Hispanic,south,2,3,1,1,2,3,3,1,3,1,2,3,1,2,2,1,1,2,2,1,2,2,3,1,2,1,2,3,2,2,1,1,2,3,2,1,3,2,3,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,09.5 to 20 mo,98,20,17,20,20,12,15,14,16
141308,SM,23,Male,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,60,10,10,10,10,10,10,10,10
141309,SM,15,Male,High school graduate (including GED),Hispanic,south,2,3,2,2,2,2,2,1,3,3,1,2,1,2,1,2,1,4,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,3,1,1,1,1,2,2,09.5 to 20 mo,101,22,17,17,15,18,18,16,16
141310,SM,13,Male,Some college or associate degree,MultiRacial,south,2,2,2,1,1,1,3,1,3,2,2,3,1,3,1,1,2,4,2,2,3,2,3,2,1,3,2,3,2,1,2,1,3,3,2,1,2,3,2,1,1,2,1,3,1,2,1,2,1,1,2,4,1,3,2,3,3,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,09.5 to 20 mo,117,18,21,22,20,15,22,17,15
141311,SM,17,Male,Some college or associate degree,Hispanic,south,2,3,2,2,2,2,1,2,3,2,2,3,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,09.5 to 20 mo,82,21,17,13,13,11,16,12,11
141320,SM,26,Female,Some college or associate degree,Hispanic,south,2,2,1,1,2,2,3,2,2,2,2,4,1,3,1,1,2,3,4,3,2,2,3,2,2,2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,3,3,3,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,21 to 31.5 mo,110,19,24,19,16,16,20,15,11
141341,SM,13,Female,High school graduate (including GED),Hispanic,south,2,4,1,1,1,2,3,1,4,3,1,3,1,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,3,1,2,1,2,4,3,2,1,1,1,2,2,1,1,1,2,1,2,2,2,3,4,2,3,2,2,2,2,09.5 to 20 mo,100,22,17,19,15,14,21,14,24
142018,SM,15,Female,Bachelor's degree or higher,White,northeast,2,2,2,1,2,2,2,1,3,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,3,2,1,1,1,1,1,1,1,2,2,2,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,1,3,1,1,1,3,2,2,2,2,2,3,09.5 to 20 mo,100,19,16,15,16,13,22,18,19
143011,SM,16,Male,Bachelor's degree or higher,Hispanic,northeast,2,3,3,1,2,3,3,2,1,4,1,4,1,2,1,3,2,3,3,1,1,2,2,1,2,2,1,2,1,2,2,3,4,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,2,1,3,3,3,1,1,2,2,3,2,3,3,2,2,1,1,1,2,3,3,2,2,3,3,3,3,09.5 to 20 mo,110,24,21,16,20,11,21,21,25
143012,SM,16,Female,Bachelor's degree or higher,Hispanic,northeast,2,2,2,1,2,2,1,1,1,2,2,3,1,1,1,2,1,1,2,1,2,2,3,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,3,2,1,1,1,1,3,1,1,2,2,2,1,1,1,2,2,2,2,3,1,1,2,2,09.5 to 20 mo,89,16,15,17,13,13,16,15,18
143013,SM,10,Male,Bachelor's degree or higher,White,northeast,2,3,2,2,2,3,2,3,4,3,2,3,2,1,1,2,4,2,2,2,1,2,2,2,2,2,2,3,3,1,2,2,3,3,2,1,2,2,1,1,1,2,2,1,1,3,1,2,2,3,2,3,2,1,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,09.5 to 20 mo,122,26,21,20,19,18,22,22,20
143019,SM,26,Female,Bachelor's degree or higher,White,northeast,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,3,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,21 to 31.5 mo,98,17,16,17,19,11,16,19,16
143032,SM,17,Male,Some college or associate degree,White,northeast,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,71,10,16,11,11,10,13,10,10
143033,SM,17,Female,Some college or associate degree,White,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,71,10,14,10,11,10,14,12,10
143052,SM,14,Male,High school graduate (including GED),Black,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,61,10,10,10,10,10,11,10,10
144001,SM,29,Male,Bachelor's degree or higher,White,northeast,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,21 to 31.5 mo,73,13,12,15,12,11,11,12,12
144002,SM,18,Male,Bachelor's degree or higher,White,northeast,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,09.5 to 20 mo,78,15,13,12,15,14,12,12,12
144003,SM,26,Female,Some college or associate degree,White,northeast,1,1,2,1,2,1,2,1,1,1,1,3,1,4,1,1,2,2,3,2,2,2,2,1,2,3,2,3,2,1,2,2,1,3,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,102,13,20,20,18,14,13,17,10
158052,SM,14,Female,Some college or associate degree,White,northeast,1,2,2,3,2,2,4,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,3,4,2,1,1,2,1,1,1,1,2,3,1,1,1,1,2,2,09.5 to 20 mo,81,20,12,13,14,12,13,17,15
158055,SM,14,Male,Bachelor's degree or higher,White,northeast,1,1,1,1,1,2,4,1,1,2,1,3,1,3,1,1,2,3,2,2,1,2,2,1,2,1,1,2,2,1,1,1,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,4,2,1,1,3,3,2,2,2,2,2,2,3,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,09.5 to 20 mo,100,15,19,15,15,11,22,18,17
158056,SM,28,Female,Bachelor's degree or higher,White,northeast,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,64,10,11,11,10,10,11,11,10
158057,SM,18,Female,Some college or associate degree,White,northeast,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,1,1,1,1,2,1,2,2,2,09.5 to 20 mo,81,17,13,15,12,11,15,15,15
178004,SM,25,Female,Some college or associate degree,White,south,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,3,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,21 to 31.5 mo,103,21,18,19,16,19,15,16,18
189016,SM,27,Female,High school graduate (including GED),White,south,2,2,2,2,2,3,2,2,3,3,2,3,2,2,1,1,2,3,2,3,2,2,3,2,2,2,2,2,3,1,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,3,3,2,2,1,2,2,2,2,1,3,4,1,2,1,2,2,3,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,21 to 31.5 mo,111,23,21,21,16,16,20,17,15
189025,SM,12,Male,Bachelor's degree or higher,Hispanic,south,3,2,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,1,1,1,2,4,1,2,3,1,1,1,2,2,2,1,2,2,2,1,1,3,2,1,2,1,1,2,2,09.5 to 20 mo,87,18,10,13,15,13,20,16,16
189028,SM,22,Male,Bachelor's degree or higher,White,south,1,1,2,1,1,2,2,1,1,1,2,2,1,3,1,1,1,4,3,2,2,2,3,1,2,2,2,3,1,1,1,2,3,3,2,1,1,2,2,1,1,1,1,1,1,2,3,2,1,2,2,2,1,1,1,2,3,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,21 to 31.5 mo,105,13,20,19,18,15,17,16,12
189029,SM,22,Male,Some college or associate degree,White,south,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,1,2,2,2,3,2,3,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,3,2,1,2,1,1,2,1,1,2,1,1,2,1,21 to 31.5 mo,98,21,16,20,18,12,16,16,13
189033,SM,13,Female,Some college or associate degree,White,south,2,2,1,1,1,3,3,2,2,1,2,2,1,3,1,1,1,2,2,1,2,1,1,1,1,1,3,2,1,1,2,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,09.5 to 20 mo,85,18,16,14,16,10,15,14,11
190004,SM,20,Female,Bachelor's degree or higher,White,northeast,1,1,2,1,1,2,1,1,1,2,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09.5 to 20 mo,69,13,15,10,12,11,11,10,10
190005,SM,18,Male,Bachelor's degree or higher,Asian,west,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,2,1,3,2,2,1,1,2,2,3,1,1,1,1,2,2,3,1,1,1,2,3,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,09.5 to 20 mo,98,10,16,18,17,16,19,12,12
190017,SM,18,Female,Bachelor's degree or higher,White,west,2,1,2,2,1,2,1,2,2,3,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,09.5 to 20 mo,85,18,12,15,14,12,18,14,14
190061,SM,26,Male,Bachelor's degree or higher,White,west,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,21 to 31.5 mo,79,14,11,13,11,17,14,13,10
