CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,Month,Day,Year,DOBMonth,DOBDay,DOBYear,Age,Gender,Grade,ZipCode,Hispanic,AmericanIndAlaskanNat,Asian,Black,NativeHawPacIsl,White,Other,OtherSpecified,q0010,q0010_other,q0011,ParentHighestEducation,q0013,q0014,q0015,q0016,q0017,q0018,q0019,q0020,q0021,q0022,q0023,q0024,q0025,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0033,q0034,q0035,q0036,q0037,q0038,q0039,q0040,q0041,q0042,q0043,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0051,q0052,q0053,q0054,q0055,q0056,q0057,q0058,q0059,q0060,q0061,q0062,q0063,q0064,q0065,q0066,q0067,q0068,q0069,q0070,q0071,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0079,q0080,q0081,q0082,q0083,q0084,q0085,q0086,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0094,q0095,q0096,q0097,q0098,q0099,q0100,q0101,q0102,q0103,q0104,q0105,q0106,q0107,q0108,q0109,q0110,q0111,q0112,q0113,q0114,q0115,q0116,q0117,q0118,q0119,q0120,q0121,q0122,q0123,q0124,q0125,q0126,q0127,q0128,q0129,q0130,q0131,q0132,q0133,q0134,q0135,q0136,q0137,Zip,Region,P_RateDt,P_DOB,P_Age,AgeGroup,Count,Ethnicity,count_total
Web Link 1,5569915070,95276301,11/30/2018 02:37:21,11/30/2018 02:42:38,173.196.163.178, , , , ,317015,11,30,2018,12,27,2001,16,Female,10,90250,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),4 or more,Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Never,Always,Never,Never,Never,Occasionally,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,90250,west,11/30/2018,12/27/2001,16.9253935660507,16.00 to 17.99 years,1,Black,1
Web Link 1,5569915939,95276301,11/30/2018 02:42:58,11/30/2018 02:47:19,173.196.163.178, , , , ,317016,11,30,2018,10,02,2003,15,Female,10,90250,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),0,Always,Always,Always,Always,Occasionally,Occasionally,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,90250,west,11/30/2018,10/2/2003,15.1622176591376,14.00 to 15.99 years,1,Black,1
Web Link 1,5569916697,95276301,11/30/2018 02:47:26,11/30/2018 02:50:40,173.196.163.178, , , , ,317017,11,30,2018,05,22,2003,15,Male,9,90045,No, , , , ,White, , ,No, ,No,Did not complete high school (no diploma),1,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Never,Never,Always,Never,Never,Never,Occasionally,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,90045,west,11/30/2018,5/22/2003,15.5263518138261,14.00 to 15.99 years,1,White,1
Web Link 1,5569918723,95276301,11/30/2018 02:58:00,11/30/2018 03:08:19,173.196.163.178, , , , ,317018,11,30,2018,08,15,2003,15,Male,11,90278,No, , , , ,White, , ,No, ,No,High school graduate (including GED),1,Always,Always,Always,Frequently,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,90278,west,11/30/2018,8/15/2003,15.2936344969199,14.00 to 15.99 years,1,White,1
Web Link 1,5569919951,95276301,11/30/2018 03:08:30,11/30/2018 03:11:55,173.196.163.178, , , , ,317019,11,30,2018,10,09,2003,15,Male,10,90250,Yes, , , , ,White, , ,No, ,No,High school graduate (including GED),1,Frequently,Frequently,Always,Always,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,90250,west,11/30/2018,10/9/2003,15.1430527036277,14.00 to 15.99 years,1,Hispanic,1
Web Link 1,5569920746,95276301,11/30/2018 03:14:08,11/30/2018 03:17:28,173.196.163.178, , , , ,317020,11,30,2018,11,19,2001,17,Male,11,90250,Yes, , , , ,White, , ,No, ,No,High school graduate (including GED),0,Always,Always,Always,Always,Never,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,90250,west,11/30/2018,11/19/2001,17.0294318959617,16.00 to 17.99 years,1,Hispanic,1
Web Link 1,5569921508,95276301,11/30/2018 03:17:34,11/30/2018 03:22:46,173.196.163.178, , , , ,317012,11,30,2018,07,25,2003,15,Male,9,90045,No, , , , ,White, , ,No, ,No,High school graduate (including GED),0,Frequently,Occasionally,Always,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,90045,west,11/30/2018,7/25/2003,15.3511293634497,14.00 to 15.99 years,1,White,1
Web Link 1,5569923085,95276301,11/30/2018 03:28:51,11/30/2018 03:33:11,173.196.163.178, , , , ,317022,11,30,2018,05,10,2002,16,Female,11,90295,No, , , , ,White, , ,No, ,No,High school graduate (including GED),0,Always,Occasionally,Always,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,90295,west,11/30/2018,5/10/2002,16.5585215605749,16.00 to 17.99 years,1,White,1
Web Link 1,5569923738,95276301,11/30/2018 03:33:29,11/30/2018 03:36:22,173.196.163.178, , , , ,317023,11,30,2018,01,30,2004,14,Female,9,90262,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Occasionally,Never,Always,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Always,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,90262,west,11/30/2018,1/30/2004,14.8336755646817,14.00 to 15.99 years,1,Black,1
Web Link 1,5569924208,95276301,11/30/2018 03:36:36,11/30/2018 03:43:01,173.196.163.178, , , , ,317024,11,30,2018,09,09,2004,14,Male,9,90247,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Frequently,Frequently,Always,Always,Never,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,90247,west,11/30/2018,9/9/2004,14.2231348391513,14.00 to 15.99 years,1,Black,1
Web Link 1,5569925458,95276301,11/30/2018 03:44:22,11/30/2018 03:50:46,173.196.163.178, , , , ,317025,11,30,2018,02,15,2002,16,Male,11,90250,No, , , , ,White, , ,No, ,Yes,High school graduate (including GED),2,Always,Always,Always,Always,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Restricted License,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,90250,west,11/30/2018,2/15/2002,16.788501026694,16.00 to 17.99 years,1,White,1
Web Link 1,5569928683,95276301,11/30/2018 04:07:59,11/30/2018 04:11:39,173.196.163.178, , , , ,317026,11,30,2018,08,27,2002,16,Male,11,90260,Yes, , , , , ,Other (please specify),hispanic,No, ,No,High school graduate (including GED),0,Occasionally,Never,Always,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently, , , , , , , , , , , , , , , , , , , ,90260,west,11/30/2018,8/27/2002,16.2600958247776,16.00 to 17.99 years,1,Hispanic,1
Web Link 1,5569929208,95276301,11/30/2018 04:11:59,11/30/2018 04:15:08,173.196.163.178, , , , ,317027,11,30,2018,02,23,2004,14,Female,9,90250,Yes, , , , , ,Other (please specify),latina,No, ,No,High school graduate (including GED),3,Always,Frequently,Always,Always,Frequently,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Always,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,90250,west,11/30/2018,2/23/2004,14.7679671457906,14.00 to 15.99 years,1,Hispanic,1
Web Link 1,5569955842,95276301,11/30/2018 08:35:12,11/30/2018 08:51:05,24.74.71.121, , , , ,319004,11,30,2018,11,24,2004,14,Male,8,28027,No, , ,Black/African American, , , , ,No, ,No,Some college or associate degree,3,Frequently,Frequently,Occasionally,Always,Always,Frequently,Never,Frequently,Occasionally,Never,Never,Frequently,Frequently,Never,Frequently,Never,Frequently,Occasionally,Frequently,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Frequently,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Never,Always,Always,Occasionally,Frequently,Occasionally,Always,Frequently,Never,Frequently,Occasionally,Always,Never,Never,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Never,Frequently,Frequently,Never,Never,Occasionally,Always,Frequently,Never,Frequently,Frequently,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Occasionally, , , , , , , , , , , , , , , , , , , ,28027,south,11/30/2018,11/24/2004,14.0150581793292,14.00 to 15.99 years,1,Black,1
Web Link 1,5569956705,95276301,11/30/2018 08:47:41,11/30/2018 08:57:52,24.74.71.121, , , , ,319005,11,30,2016,11,24,2004,14,Female,8,28027,No, , ,Black/African American, , , , ,No, ,No,Some college or associate degree,3,Frequently,Frequently,Frequently,Frequently,Occasionally,Never,Never,Frequently,Never,Never,Never,Occasionally,Frequently,Never,Occasionally,Never,Always,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never, , , , , , , , , , , , , , , , , , , ,28027,south,11/30/2016,11/24/2004,12.0164271047228,12.00 to 13.99,1,Black,1
Web Link 1,5570070709,95276301,12/01/2018 04:02:07,12/03/2018 07:28:38,75.181.27.138, , , , ,319003,12,01,2018,12,24,2004,13,Male,8,28036,No, , , , ,White, , ,No, ,No,Some college or associate degree,2,Always,Frequently,Always,Frequently,Occasionally,Never,Never,Always,Occasionally,Frequently,Never,Occasionally,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,28036,south,12/1/2018,12/24/2004,13.9356605065024,12.00 to 13.99,1,White,1
Web Link 1,5570431469,95276301,12/03/2018 12:07:35,12/03/2018 12:34:30,69.40.196.5, , , , ,319006,12,03,2018,05,05,2003,15,Female,10,28027,Yes, , , , ,White, , ,No, ,Yes,Some college or associate degree,4 or more,Always,Always,Always,Always,Frequently,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Frequently,Occasionally,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Always,Never,Never,Never,Occasionally,Never,Frequently,Never,Occasionally,Never,Never,Frequently,Frequently,Always,Occasionally,Occasionally,Always,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Always,Always,Occasionally,Frequently,Never,Never,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Always,Never,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,28027,south,12/3/2018,5/5/2003,15.5811088295688,14.00 to 15.99 years,1,Hispanic,1
Web Link 1,5570455608,95276301,12/03/2018 01:37:58,12/03/2018 01:57:48,69.40.196.5, , , , ,319007,12,03,2018,08,13,2005,13,Female,7,28027,Yes, , , , ,White, , ,No, ,No,Some college or associate degree,4 or more,Frequently,Frequently,Always,Always,Occasionally,Frequently,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Always,Occasionally,Occasionally,Occasionally,Always,Occasionally,Occasionally,Occasionally,Never,Occasionally,Always,Never,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Never,Frequently,Always,Frequently,Never,Always,Frequently,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Always,Frequently,Always,Occasionally,Never,Never,Never,Never,Never,Occasionally,Always,Occasionally,Frequently,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Occasionally,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Never,Always,Never,Frequently,Frequently,Always,Occasionally,Never,Occasionally,Frequently,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Frequently,Frequently, , , , , , , , , , , , , , , , , , , ,28027,south,12/3/2018,8/13/2005,13.305954825462,12.00 to 13.99,1,Hispanic,1
Web Link 1,5570479466,95276301,12/03/2018 03:38:57,12/03/2018 03:42:58,173.196.163.178, , , , ,317003,12,03,2018,06,25,2003,15,Male,9,90304,Yes, , , , ,White, , ,No, ,No,High school graduate (including GED),1,Always,Always,Always,Always,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally, , , , , , , , , , , , , , , , , , , ,90304,west,12/3/2018,6/25/2003,15.4414784394251,14.00 to 15.99 years,1,Hispanic,1
Web Link 1,5570480590,95276301,12/03/2018 03:44:15,12/03/2018 03:53:16,73.246.19.246, , , , ,318041,12,03,2018,08,07,2005,13,Female,8,60636,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),0,Always,Always,Always,Always,Occasionally,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never, , , , , , , , , , , , , , , , , , , ,60636,midwest,12/3/2018,8/7/2005,13.3223819301848,12.00 to 13.99,1,Black,1
Web Link 1,5570481084,95276301,12/03/2018 03:47:20,12/03/2018 03:52:02,173.196.163.178, , , , ,317006,12,03,2018,01,28,2004,14,Female,9,90249,No, , ,Black/African American, , , , ,No, ,No,High school graduate (including GED),1,Always,Never,Always,Never,Never,Never,Never,Always,Never,Occasionally,Never,Never,Always,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,90249,west,12/3/2018,1/28/2004,14.8473648186174,14.00 to 15.99 years,1,Black,1
Web Link 1,5570792945,95276301,12/04/2018 07:12:30,12/04/2018 07:23:30,65.190.171.140, , , , ,315013,12,04,2018,11,20,2003,15,Female,9,27863,No, , , , ,White, , ,No, ,Yes,High school graduate (including GED),2,Always,Always,Always,Always,Occasionally,Never,Never,Frequently,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Frequently,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Learner's Permit,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Occasionally,Never,27863,south,12/4/2018,11/20/2003,15.0390143737166,14.00 to 15.99 years,1,White,1
Web Link 1,5570794559,95276301,12/04/2018 07:25:20,12/04/2018 07:32:51,65.190.171.140, , , , ,315014,12,04,2018,06,28,2006,12,Female,7,27863,No, , , , ,White, , ,No, ,No,Some college or associate degree,2,Always,Frequently,Always,Always,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Always,Occasionally,Never,Occasionally,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Never,Never,Occasionally,Never,Frequently,Never,Frequently,Never,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally, , , , , , , , , , , , , , , , , , , ,27863,south,12/4/2018,6/28/2006,12.435318275154,12.00 to 13.99,1,White,1
