CollectorNm,RespondentID,CollectorID,StartDate,EndDate,IPAddress,EmailAddress,FirstName,LastName,CustomData1,IDNumber,q0002_0001_0001,q0002_0001_0002,q0002_0001_0003,q0003_0001_0001,q0003_0001_0002,q0003_0001_0003,q0004,Gender,q0006,q0007,q0008,q0009_0001,q0009_0002,q0009_0003,q0009_0004,q0009_0005,q0009_0006,q0009_other,q0010,q0010_other,q0011_0001,q0012_0001,q0013_0001,q0014_0001,q0015_0001,q0016_0001,q0017_0001,q0018_0001,q0019_0001,q0020_0001,q0021_0001,q0022_0001,q0023_0001,q0024_0001,q0025_0001,q0026_0001,q0027_0001,q0028_0001,q0029_0001,count_total
Web Link 1,5560217154,94893521,10/19/2018 09:00:24 AM,10/19/2018 09:08:07 AM,168.8.249.74, , , , ,298014,10,19,2018,08,06,2013,5,Female,K,30044,No, , ,Black/African American, , , , ,No, ,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5560233808,94893521,10/19/2018 10:06:40 AM,10/19/2018 10:08:47 AM,209.175.44.62, , , , ,294025,10,19,2018,02,04,2010,8,Male,3,60803,No, , ,Black/African American, , , , ,No, ,Occasionally,Frequently,Occasionally,Always,Never,Never,Frequently,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5560234336,94893521,10/19/2018 10:08:55 AM,10/19/2018 10:11:36 AM,209.175.44.62, , , , ,294024,10,19,2018,02,24,2010,11,Female,6,60803,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5560235079,94893521,10/19/2018 10:11:46 AM,10/19/2018 10:13:52 AM,209.175.44.62, , , , ,294023,10,19,2018,01,05,2007,11,Male,6,60805,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5560235689,94893521,10/19/2018 10:14:05 AM,10/19/2018 10:16:50 AM,209.175.44.62, , , , ,294022,10,19,2018,01,05,2007,11,Female,6,60805,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5560334164,94893521,10/19/2018 08:39:38 PM,10/19/2018 08:41:17 PM,172.58.3.146, , , , ,298029,10,04,2018,04,03,2013,5,Male,K,30011,No, , ,Black/African American, , , , ,No, ,Occasionally,Always,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Always,Never,Occasionally,Occasionally,Frequently,Frequently,Frequently,Occasionally,Occasionally,1
Web Link 1,5560577721,94893521,10/21/2018 01:54:01 PM,04/19/2019 08:41:59 AM,73.122.201.29, , , , ,298046,10,19,2018,04,24,2006,12,Male,7,30043,Yes, , , , , ,Other (please specify),Hispanic,No, ,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Always,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,1
Web Link 1,5560577887,94893521,10/21/2018 01:55:32 PM,04/19/2019 08:41:34 AM,73.122.201.29, , , , ,298045,10,19,2018,09,23,2007,11,Male,6,30043,Yes, , , , , ,Other (please specify),Hispanic,No, ,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Frequently,1
Web Link 1,5560875832,94893521,10/22/2018 05:44:56 PM,04/19/2019 08:42:17 AM,68.131.39.216, , , , ,298047,10,21,2018,06,17,2007,11,Male,6,30241,Yes, , , , , ,Other (please specify),Hispanic,No, ,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Frequently,Never,Frequently,Always,Always,Never,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Never,Always,1
Web Link 1,5560877781,94893521,10/22/2018 05:58:47 PM,10/22/2018 05:59:45 PM,68.131.39.216, , , , ,298033,10,21,2018,01,25,2008,10,Male,5,30421,Yes, , , , , ,Other (please specify),Hispanic,No, ,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Never,Frequently,Never,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Never,Occasionally,Occasionally,Frequently,1
Web Link 1,5561888209,94893521,10/26/2018 10:35:35 AM,10/26/2018 10:43:00 AM,209.175.44.62, , , , ,294046,10,26,2018,09,05,2009,9,Male,3,60620,No, , , , ,White, , ,No, ,Frequently,Frequently,Frequently,Always,Never,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5561890466,94893521,10/26/2018 10:44:00 AM,10/26/2018 10:47:32 AM,209.175.44.62, , , , ,294047,10,26,2018,11,27,2009,8,Female,3,60620,No, , ,Black/African American, , , , ,No, ,Frequently,Always,Always,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,1
Web Link 1,5561891264,94893521,10/26/2018 10:47:53 AM,10/26/2018 10:53:04 AM,209.175.44.62, , , , ,294028,10,26,2018,08,14,2011,7,Male,2,60652,No, , ,Black/African American,Native Hawaiian/Pacific Islander, , , ,No, ,Frequently,Always,Always,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,1
Web Link 1,5561892724,94893521,10/26/2018 10:53:24 AM,10/26/2018 10:55:59 AM,209.175.44.62, , , , ,294029,10,26,2018,11,04,2005,12,Male,7,60621,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5562226385,94893521,10/28/2018 11:32:43 AM,04/19/2019 08:37:41 AM,73.122.201.29, , , , ,298025,10,25,2018,05,05,2012,6,Female,K,30241,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5562277750,94893521,10/28/2018 06:43:36 PM,10/28/2018 06:45:23 PM,108.222.28.112, , , , ,298003,10,28,2018,04,17,2009,9,Female,4,30046,No, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563473457,94893521,11/02/2018 06:54:31 AM,11/02/2018 07:00:57 AM,64.150.5.14, , , , ,294030,11,02,2018,05,08,2008,10,Male,5,60621,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563475024,94893521,11/02/2018 07:02:01 AM,11/02/2018 07:06:54 AM,64.150.5.14, , , , ,294031,11,02,2018,08,16,2006,12,Female,7,60621,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563476353,94893521,11/02/2018 07:07:32 AM,11/02/2018 07:10:04 AM,64.150.5.14, , , , ,294032,11,02,2018,06,23,2009,9,Female,4,60624,No, , ,Black/African American, ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5563477721,94893521,11/02/2018 07:12:07 AM,11/02/2018 07:16:18 AM,64.150.5.14, , , , ,294033,11,02,2018,03,19,2012,6,Female,1,60620,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5565174374,94893521,11/09/2018 08:55:00 AM,11/09/2018 08:57:20 AM,209.175.44.64, , , , ,294034,11,09,2018,11,18,2008,9,Male,4,60637,No, , ,Black/African American, , , , ,No, ,Always,Always,Always,Frequently,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5565175168,94893521,11/09/2018 08:57:52 AM,11/09/2018 09:31:47 AM,209.175.44.64, , , , ,294035,11,09,2018,04,01,2006,12,Male,7,60637,No, , ,Black/African American, ,White, , ,No, ,Always,Always,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5565578795,94893521,11/11/2018 07:33:11 PM,04/19/2019 08:39:50 AM,73.122.201.29, , , , ,298035,11,09,2018,06,13,2011,7,Male,2,30034,Yes, , ,Black/African American, , , , ,No, ,Frequently,Frequently,Always,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5565658506,94893521,11/12/2018 05:50:00 AM,04/19/2019 08:40:10 AM,12.238.122.226, , , , ,298036,11,12,2018,12,26,2012,5,Male,K,30046,No, , ,Black/African American, , , , ,No, ,Frequently,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1
Web Link 1,5566483125,94893521,11/15/2018 06:46:01 AM,11/15/2018 06:47:44 AM,168.8.249.122, , , , ,298042,11,13,2018,02,05,2007,11,Female,6,30345,No, , ,Black/African American, , , , ,No, ,Always,Frequently,Occasionally,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
Web Link 1,5566574625,94893521,11/15/2018 11:45:33 AM,04/19/2019 08:37:42 AM,168.8.249.122, , , , ,298034,11,15,2018,01,06,2007,11,Female,6,30345,Yes,American Indian/Alaska Native, , , , , , ,No, ,Always,Always,Frequently,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1
